Date,Issue code,Issue name,Quantity Net short position,Quantity No.of listed shares,Amount Net short position,Amount Market cap,Proportion
2023-08-02,065130,TOP ENG,0,"15,976,257",0,"105,762,821,340",0.00
2023-08-02,360070,TOP MATERIAL,0,"7,984,343",0,"546,927,495,500",0.00
2023-08-02,108230,TOPTEC,"39,362","38,023,245","279,470,200","269,965,039,500",0.10
2023-08-02,051360,TOVIS,0,"16,267,058",0,"217,978,577,200",0.00
2023-08-02,048770,TPC,0,"15,697,991",0,"47,800,382,595",0.00
2023-08-02,130740,TPC Global,0,"11,276,679",0,"29,657,665,770",0.00
2023-08-02,417790,TRUEN,0,"10,999,650",0,"108,346,552,500",0.00
2023-08-02,105550,TRUWIN,0,"44,347,846",0,"91,356,562,760",0.00
2023-08-02,043220,TS Nexgen,0,"108,799,659",0,"73,439,769,825",0.00
2023-08-02,317240,TS Trillion,0,"94,447,625",0,"129,487,693,875",0.00
2023-08-02,045340,TSB,0,"8,558,040",0,"36,500,040,600",0.00
2023-08-02,026150,TSConstruct,"29,462","17,546,331","227,741,260","135,633,138,630",0.17
2023-08-02,131290,TSE,"219,585","11,061,429","10,594,976,250","533,713,949,250",1.99
2023-08-02,277880,TSI,0,"20,150,593",0,"262,763,732,720",0.00
2023-08-02,246690,TSInvestment,0,"41,477,862",0,"60,848,023,554",0.00
2023-08-02,290090,TWIM,0,"7,373,490",0,"99,542,115,000",0.00
2023-08-02,124560,Taewoong Logistics,0,"38,416,584",0,"145,598,853,360",0.00
2023-08-02,010170,TaihanFiberoptics,"137,519","74,511,166","295,665,850","160,199,006,900",0.18
2023-08-02,064520,TechL,0,"12,813,032",0,"54,070,995,040",0.00
2023-08-02,089030,Techwing,0,"37,353,645",0,"308,914,644,150",0.00
2023-08-02,191420,Tego,"12,773","8,108,834","115,851,110","73,547,124,380",0.16
2023-08-02,054450,Telechips,"15,267","14,821,832","303,813,300","294,954,456,800",0.10
2023-08-02,091440,Telefield,0,"10,237,989",0,"21,192,637,230",0.00
2023-08-02,084730,Thinkware,"10,728","11,109,424","152,230,320","157,642,726,560",0.10
2023-08-02,208640,Thumbage,0,"139,240,254",0,"61,961,913,030",0.00
2023-08-02,219130,TigerElec,"14,892","6,314,290","460,907,400","195,427,275,500",0.24
2023-08-02,321550,TiumBio,0,"24,482,505",0,"184,842,912,750",0.00
2023-08-02,199800,ToolGen,0,"7,919,274",0,"307,663,794,900",0.00
2023-08-02,134580,Topco Media,0,"22,025,767",0,"98,785,564,995",0.00
2023-08-02,081150,Tplex,"33,568","24,268,402","138,300,160","99,985,816,240",0.14
2023-08-02,069330,U.I.DISPLAY,0,"14,191,091",0,"20,860,903,770",0.00
2023-08-02,032620,UBCARE,"37,760","52,197,139","188,233,600","260,202,737,915",0.07
2023-08-02,084440,UBION,0,"19,712,800",0,"36,074,424,000",0.00
2023-08-02,089850,UBIVELOX,"13,953","7,456,734","211,667,010","113,118,654,780",0.19
2023-08-02,049520,UIL,0,"21,784,936",0,"115,024,462,080",0.00
2023-08-02,065680,UJU,0,"9,530,000",0,"144,665,400,000",0.00
2023-08-02,011320,UNICK,0,"19,320,695",0,"107,616,271,150",0.00
2023-08-02,080720,UNION KOREA PHARM,0,"7,903,728",0,"38,886,341,760",0.00
2023-08-02,036200,UNISEM,"54,656","30,664,223","503,381,760","282,417,493,830",0.18
2023-08-02,018000,UNISON,"88,512","125,915,518","152,063,616","216,322,859,924",0.07
2023-08-02,241690,UNITEKNO,0,"25,011,565",0,"98,420,508,275",0.00
2023-08-02,263770,UST,0,"23,700,172",0,"100,607,230,140",0.00
2023-08-02,179900,UTI,"12,253","16,286,895","246,897,950","328,180,934,250",0.08
2023-08-02,264450,Ubiquoss,"18,320","10,245,706","237,793,600","132,989,263,880",0.18
2023-08-02,078070,Ubiquoss Holdings,"32,025","18,696,628","421,449,000","246,047,624,480",0.17
2023-08-02,086390,UniTest,"477,236","21,134,126","7,153,767,640","316,800,548,740",2.26
2023-08-02,203450,Union community,0,"14,679,007",0,"45,358,131,630",0.00
2023-08-02,142210,Unitrontech,0,"18,854,715",0,"76,550,142,900",0.00
2023-08-02,251630,V-ONE TECH,"10,744","15,162,580","129,465,200","182,709,089,000",0.07
2023-08-02,301300,VAIV company,0,"12,304,784",0,"125,877,940,320",0.00
2023-08-02,331520,VALOFE,0,"49,784,070",0,"69,398,993,580",0.00
2023-08-02,043150,VATECH,"10,492","14,854,256","361,974,000","512,471,832,000",0.07
2023-08-02,365900,VC,0,"7,310,300",0,"36,551,500,000",0.00
2023-08-02,299910,VESPA,0,"8,206,916",0,"25,974,889,140",0.00
2023-08-02,065450,VICTEK,0,"28,652,800",0,"118,049,536,000",0.00
2023-08-02,126340,VINATECH,0,"5,803,397",0,"356,908,915,500",0.00
2023-08-02,335890,VIOL,0,"58,333,152",0,"437,498,640,000",0.00
2023-08-02,438700,VIRNECT,0,"10,869,600",0,"126,196,056,000",0.00
2023-08-02,072950,VISSEM,0,"8,052,610",0,"38,048,582,250",0.00
2023-08-02,082920,VITCELL,"8,850","22,141,695","175,672,500","439,512,645,750",0.04
2023-08-02,082800,VIVOZON PHARMACEUTICAL,0,"241,058,577",0,"149,697,376,317",0.00
2023-08-02,310210,VRNI,0,"12,647,869",0,"770,255,222,100",0.00
2023-08-02,018290,VT,0,"35,523,193",0,"338,891,261,220",0.00
2023-08-02,338220,VUNO,0,"11,447,156",0,"434,991,928,000",0.00
2023-08-02,323990,Vaxcell-Bio,"816,478","15,223,000","29,066,616,800","541,938,800,000",5.36
2023-08-02,019010,VenueG,0,"48,200,000",0,"108,932,000,000",0.00
2023-08-02,094850,Very Good Tour,0,"14,000,000",0,"124,320,000,000",0.00
2023-08-02,177350,Vessel,0,"13,160,394",0,"68,434,048,800",0.00
2023-08-02,308080,ViGenCell,0,"19,083,660",0,"115,837,816,200",0.00
2023-08-02,141000,Viatron,"11,457","12,114,710","120,183,930","127,083,307,900",0.09
2023-08-02,121800,Vidente,"192,167","77,201,611","637,994,440","256,309,348,520",0.25
2023-08-02,100120,Vieworks,"11,322","10,001,865","357,209,100","315,558,840,750",0.11
2023-08-02,042370,Vitzro Tech,0,"26,200,025",0,"242,350,231,250",0.00
2023-08-02,054220,VitzroSys,0,"49,160,599",0,"27,677,417,237",0.00
2023-08-02,215360,W.I.C,0,"9,132,163",0,"197,254,720,800",0.00
2023-08-02,072470,W.I.H.C,0,"18,887,341",0,"76,965,914,575",0.00
2023-08-02,196700,WAPS,0,"14,364,144",0,"31,170,192,480",0.00
2023-08-02,079000,WATOS COREA,0,"7,200,000",0,"37,872,000,000",0.00
2023-08-02,095270,WAVE ELECTRO,0,"14,971,256",0,"91,324,661,600",0.00
2023-08-02,393890,WCP,"379,766","33,696,518","30,001,514,000","2,662,024,922,000",1.13
2023-08-02,076080,WELCRON HANTEC,0,"22,594,156",0,"100,656,964,980",0.00
2023-08-02,043590,WELKEEPS HITECH,0,"36,103,950",0,"38,739,538,350",0.00
2023-08-02,064090,WESTRISE,0,"30,547,639",0,"49,578,818,097",0.00
2023-08-02,313760,WILLINGS,0,"5,687,667",0,"74,280,931,020",0.00
2023-08-02,104830,WIMCO,"166,055","12,608,000","4,724,264,750","358,697,600,000",1.32
2023-08-02,900340,WING YIP FOOD,0,"47,973,428",0,"42,840,271,204",0.00
2023-08-02,335870,WINGS FOOT,0,"16,681,422",0,"31,978,285,974",0.00
2023-08-02,071460,WINIA,0,"35,967,295",0,"65,352,575,015",0.00
2023-08-02,377460,WINIA AID,0,"15,393,405",0,"79,737,837,900",0.00
2023-08-02,044340,WINIX,"39,897","17,873,425","398,970,000","178,734,250,000",0.22
2023-08-02,320000,WINTEC,0,"18,499,148",0,"50,410,178,300",0.00
2023-08-02,065370,WISE iTech,0,"7,383,954",0,"93,037,820,400",0.00
2023-08-02,348350,WITHTECH,0,"10,183,600",0,"149,087,904,000",0.00
2023-08-02,038620,WIZ,0,"66,546,465",0,"62,021,305,380",0.00
2023-08-02,036090,WIZIT,"542,875","102,976,202","426,156,875","80,836,318,570",0.53
2023-08-02,014190,WONIK CUBE Corp.,"108,887","35,399,906","195,343,278","63,507,431,364",0.31
2023-08-02,030530,WONIK HOLDINGS,"840,025","77,237,981","2,902,286,375","266,857,224,355",1.09
2023-08-02,240810,WONIK IPS,"1,793,078","49,083,901","63,116,345,600","1,727,753,315,200",3.65
2023-08-02,217820,WONIK PNE,0,"42,454,559",0,"509,454,708,000",0.00
2023-08-02,074600,WONIK QnC,"357,802","26,288,000","9,911,115,400","728,177,600,000",1.36
2023-08-02,336570,WONTECH,0,"88,173,915",0,"926,707,846,650",0.00
2023-08-02,018620,WOOGENE B&G,0,"28,889,293",0,"38,480,538,276",0.00
2023-08-02,215380,WOOJUNG BIO,0,"12,957,511",0,"34,078,253,930",0.00
2023-08-02,082850,WOOREE BIO,0,"48,436,578",0,"99,779,350,680",0.00
2023-08-02,153490,WOOREE E&L,0,"51,480,000",0,"53,230,320,000",0.00
2023-08-02,037400,WOOREE ENTERPRISE,0,"26,223,346",0,"36,686,461,054",0.00
2023-08-02,101170,WOORIM PTS,0,"13,500,000",0,"85,860,000,000",0.00
2023-08-02,046970,WOORIRO,"93,258","32,049,634","124,126,398","42,658,062,854",0.29
2023-08-02,073560,WOORISON F&G,"192,782","69,237,643","336,597,372","120,888,924,678",0.28
2023-08-02,103840,WOOYANG,0,"14,258,000",0,"84,835,100,000",0.00
2023-08-02,008290,WPMulsan,"125,861","40,693,679","135,678,158","43,867,785,962",0.31
2023-08-02,066590,WSA,"97,399","39,073,104","280,509,120","112,530,539,520",0.25
2023-08-02,299170,WSI,0,"30,027,963",0,"58,074,080,442",0.00
2023-08-02,041190,WTIC,"3,339,645","84,000,000","11,922,532,650","299,880,000,000",3.98
2023-08-02,299900,WYSIWYG STUDIOS,"8,215,243","171,048,884","23,824,204,700","496,041,763,600",4.80
2023-08-02,376980,Wanted Lab,0,"9,456,696",0,"103,077,986,400",0.00
2023-08-02,336060,Wavus,0,"48,155,200",0,"89,713,137,600",0.00
2023-08-02,053580,WebCash,0,"13,636,248",0,"174,543,974,400",0.00
2023-08-02,069080,Webzen,"43,737","34,950,884","653,868,150","522,515,715,800",0.13
2023-08-02,065950,Welcron,0,"28,231,302",0,"81,729,619,290",0.00
2023-08-02,112040,Wemade,"974,387","33,796,962","41,167,850,750","1,427,921,644,500",2.88
2023-08-02,101730,Wemade Max,0,"33,295,292",0,"355,593,718,560",0.00
2023-08-02,123420,Wemade Play,0,"11,469,842",0,"104,604,959,040",0.00
2023-08-02,332570,WiPAM,0,"38,390,356",0,"154,137,279,340",0.00
2023-08-02,122990,WiSoL,"49,315","28,186,941","320,547,500","183,215,116,500",0.17
2023-08-02,065530,Wiable,0,"52,860,000",0,"109,684,500,000",0.00
2023-08-02,321820,WiderPlanet,0,"6,908,282",0,"29,291,115,680",0.00
2023-08-02,192390,Winhitech,0,"10,737,324",0,"39,728,098,800",0.00
2023-08-02,097800,Winpac,0,"59,584,496",0,"104,332,452,496",0.00
2023-08-02,136540,Wins,0,"13,864,162",0,"170,390,550,980",0.00
2023-08-02,273060,Wise birds,0,"50,459,582",0,"74,074,666,376",0.00
2023-08-02,330350,Withus Pharm,0,"13,192,778",0,"92,613,301,560",0.00
2023-08-02,032940,WonIk,0,"18,193,230",0,"66,587,221,800",0.00
2023-08-02,307280,Wonbiogen,0,"36,505,210",0,"74,653,154,450",0.00
2023-08-02,012620,Wonil,0,"4,400,000",0,"41,052,000,000",0.00
2023-08-02,008370,Wonpoong,0,"12,000,000",0,"48,120,000,000",0.00
2023-08-02,115440,WooriNet,"13,089","10,754,239","119,371,680","98,078,659,680",0.12
2023-08-02,032820,"WooriTG, Inc.","552,920","151,928,022","765,241,280","210,268,382,448",0.36
2023-08-02,298870,WooriVenturePartners,0,"100,000,000",0,"258,500,000,000",0.00
2023-08-02,046940,Woowon Development,"54,793","18,074,350","180,542,935","59,554,983,250",0.30
2023-08-02,101160,Worldex,"7,809","16,510,993","196,396,350","415,251,473,950",0.05
2023-08-02,254120,XAVIS,0,"29,447,513",0,"148,709,940,650",0.00
2023-08-02,189330,XIIlab,0,"6,081,784",0,"84,293,526,240",0.00
2023-08-02,205100,XM,"62,242","36,382,273","254,258,570","148,621,585,205",0.17
2023-08-02,070300,Xcure,0,"7,366,074",0,"21,766,748,670",0.00
2023-08-02,317770,Xperix,0,"21,378,140",0,"247,772,642,600",0.00
2023-08-02,067900,Y-ENTEC,"58,557","18,199,659","614,262,930","190,914,422,910",0.32
2023-08-02,066430,Y-OPTICS MANUFACTURE,0,"38,887,838",0,"46,820,956,952",0.00
2023-08-02,255440,YAS,0,"13,058,000",0,"130,449,420,000",0.00
2023-08-02,057030,YBM NET,0,"16,312,697",0,"60,356,978,900",0.00
2023-08-02,104620,YBTOUR,0,"15,842,126",0,"109,310,669,400",0.00
2023-08-02,112290,YCCHEM,0,"10,110,545",0,"133,256,983,100",0.00
2023-08-02,053280,YES24,0,"25,000,000",0,"118,750,000,000",0.00
2023-08-02,122640,YEST,0,"18,409,941",0,"365,069,130,030",0.00
2023-08-02,340930,YET,0,"11,468,150",0,"195,302,594,500",0.00
2023-08-02,122870,YG Entertainment,"143,695","18,676,749","10,187,975,500","1,324,181,504,100",0.77
2023-08-02,019210,YG-1,"30,300","30,573,819","176,346,000","177,939,626,580",0.10
2023-08-02,265560,YHTEC,0,"10,690,180",0,"112,567,595,400",0.00
2023-08-02,232140,YIKC,0,"82,045,350",0,"345,410,923,500",0.00
2023-08-02,193250,YJM Games,0,"57,427,776",0,"52,029,565,056",0.00
2023-08-02,432430,YLAB,0,"15,831,354",0,"144,381,948,480",0.00
2023-08-02,007530,YM,0,"19,174,452",0,"66,727,092,960",0.00
2023-08-02,273640,YM Tech,0,"10,966,000",0,"222,061,500,000",0.00
2023-08-02,155650,YMC,"46,163","19,474,358","305,137,430","128,725,506,380",0.24
2023-08-02,251370,YMT,"20,616","16,314,464","247,185,840","195,610,423,360",0.13
2023-08-02,115960,YONWOO,"17,782","12,398,000","257,661,180","179,647,020,000",0.14
2023-08-02,024800,YOOSUNG T&S,0,"37,051,812",0,"77,808,805,200",0.00
2023-08-02,036560,YPPC,"7,377","15,750,000","106,966,500","228,375,000,000",0.05
2023-08-02,372170,"YSFC Co.,Ltd","36,399","7,979,048","7,461,795,000","1,635,704,840,000",0.46
2023-08-02,040300,YTN,0,"42,000,000",0,"308,280,000,000",0.00
2023-08-02,388720,YUIL,0,"8,937,846",0,"200,654,642,700",0.00
2023-08-02,048430,YURA TECH.,0,"11,520,000",0,"113,472,000,000",0.00
2023-08-02,051390,"YW CO.,LTD",0,"11,355,368",0,"39,914,118,520",0.00
2023-08-02,143540,YWDSP,0,"44,599,895",0,"47,543,488,070",0.00
2023-08-02,030960,Yangjisa,0,"15,980,000",0,"337,178,000,000",0.00
2023-08-02,250930,YeSUN Tech,0,"33,000,440",0,"30,195,402,600",0.00
2023-08-02,036000,YeaRimDang,0,"23,034,277",0,"44,916,840,150",0.00
2023-08-02,054930,Yooshin,0,"3,000,000",0,"99,900,000,000",0.00
2023-08-02,060850,YoungLimWon,0,"8,131,000",0,"67,080,750,000",0.00
2023-08-02,435380,Yuanta SPAC 10,0,"5,730,000",0,"12,090,300,000",0.00
2023-08-02,446150,Yuanta SPAC 12,0,"4,770,000",0,"9,873,900,000",0.00
2023-08-02,449020,Yuanta SPAC 13,0,"9,730,000",0,"19,800,550,000",0.00
2023-08-02,450940,Yuanta SPAC 14,0,"4,540,000",0,"9,261,600,000",0.00
2023-08-02,367480,Yuanta SPAC 8,0,"6,490,000",0,"23,883,200,000",0.00
2023-08-02,430700,Yuanta SPAC 9,0,"5,240,000",0,"10,977,800,000",0.00
2023-08-02,056080,Yujin Robot,"45,022","37,512,152","250,322,320","208,567,565,120",0.12
2023-08-02,072770,Yulho,"98,168","60,523,960","317,573,480","195,795,010,600",0.16
2023-08-02,079370,ZEUS,0,"10,339,000",0,"523,153,400,000",0.00
2023-08-02,239340,ZUMinternet,0,"26,979,634",0,"82,692,578,210",0.00
2023-08-02,045510,ZWNS,0,"32,209,292",0,"40,776,963,672",0.00
2023-08-02,234920,Zaigle,0,"13,530,910",0,"232,190,415,600",0.00
2023-08-02,389020,Zaram Technology,0,"6,197,730",0,"190,270,311,000",0.00
2023-08-02,303030,"Zinitix Co.,Ltd.",0,"35,745,668",0,"49,900,952,528",0.00
2023-08-02,294570,coocon,"119,379","10,254,685","2,942,692,350","252,777,985,250",1.16
2023-08-02,021040,dhSteel,0,"10,852,387",0,"54,099,149,195",0.00
2023-08-02,021045,dhSteel(1P),0,"424,246",0,"3,610,333,460",0.00
2023-08-02,092130,e-Credible,0,"12,043,600",0,"171,380,428,000",0.00
2023-08-02,041520,e-LITECOM,"11,159","12,188,730","111,366,820","121,643,525,400",0.09
2023-08-02,134060,e-future,0,"4,769,250",0,"28,901,655,000",0.00
2023-08-02,078020,eBEST IS,"81,649","55,481,190","325,779,510","221,369,948,100",0.15
2023-08-02,080010,eSANG,0,"10,000,000",0,"54,200,000,000",0.00
2023-08-02,099750,ezCaretech,0,"6,834,776",0,"134,303,348,400",0.00
2023-08-02,186230,greenplus,0,"10,820,188",0,"103,657,401,040",0.00
2023-08-02,064240,homecast,0,"35,038,012",0,"159,422,954,600",0.00
2023-08-02,099190,i-SENS,"42,011","27,518,273","1,285,536,600","842,059,153,800",0.15
2023-08-02,289010,i-Scream Edu,0,"12,864,037",0,"53,771,674,660",0.00
2023-08-02,214430,i3system,"3,815","7,106,760","129,519,250","241,274,502,000",0.05
2023-08-02,038880,iA,0,"294,769,150",0,"157,701,495,250",0.00
2023-08-02,052460,iCRAFT,0,"14,607,936",0,"51,639,053,760",0.00
2023-08-02,052220,iMBC,0,"23,000,000",0,"76,590,000,000",0.00
2023-08-02,048530,iNtRON Bio,"87,257","34,150,762","506,963,170","198,415,927,220",0.26
2023-08-02,090150,iWIN,0,"41,875,293",0,"65,032,330,029",0.00
2023-08-02,123010,iWIN PLUS,0,"32,658,542",0,"58,785,375,600",0.00
2023-08-02,068330,"ilShinbiobase Co., Ltd.","272,924","44,216,140","426,853,136","69,154,042,960",0.62
2023-08-02,181340,isMedia,0,"20,058,966",0,"54,259,503,030",0.00
2023-08-02,040420,jls,0,"15,677,552",0,"112,408,047,840",0.00
2023-08-02,036030,kt alpha,0,"49,019,283",0,"286,272,612,720",0.00
2023-08-02,049950,meerecompany,"8,375","8,817,884","425,450,000","447,948,507,200",0.09
2023-08-02,072870,megastudy,"11,400","11,920,959","117,192,000","122,547,458,520",0.10
2023-08-02,215200,megastudyEdu,"170,126","11,861,880","8,319,161,400","580,045,932,000",1.43
2023-08-02,259630,mplus,"10,897","12,282,402","151,468,300","170,725,387,800",0.09
2023-08-02,069410,nTels,"23,986","10,244,824","119,570,210","51,070,447,640",0.23
2023-08-02,365270,the curacle,0,"13,855,342",0,"191,065,166,180",0.00
2023-08-03,366030,09WOMEN,0,"22,618,350",0,"158,328,450,000",0.00
2023-08-03,159580,0TO7,0,"20,032,636",0,"106,373,297,160",0.00
2023-08-03,060310,3S KOREA,"62,093","48,536,642","155,853,430","121,826,971,420",0.13
2023-08-03,389140,4by4,0,"10,999,235",0,"119,891,661,500",0.00
2023-08-03,262260,A Pro,0,"14,461,554",0,"253,221,810,540",0.00
2023-08-03,013310,A-JIN INDUSTRY,"45,071","38,806,582","268,172,450","230,899,162,900",0.12
2023-08-03,071670,A-Tech,"37,387","10,000,000","409,761,520","109,600,000,000",0.37
2023-08-03,036010,ABEL,0,"13,292,934",0,"206,439,265,020",0.00
2023-08-03,129890,ABKO,0,"10,128,682",0,"39,501,859,800",0.00
2023-08-03,298380,ABL Bio,"1,389,194","47,852,539","27,742,204,180","955,615,203,830",2.90
2023-08-03,203400,ABN,0,"19,374,181",0,"142,012,746,730",0.00
2023-08-03,102120,ABOV,"22,683","17,780,753","221,612,910","173,717,956,810",0.13
2023-08-03,052790,ACTOZ SOFT,0,"11,330,638",0,"71,722,938,540",0.00
2023-08-03,179530,ADBIOTECH,0,"9,140,444",0,"31,351,722,920",0.00
2023-08-03,054630,ADChips,0,"79,709,461",0,"28,615,696,499",0.00
2023-08-03,187660,ADM Korea,0,"21,836,250",0,"52,297,818,750",0.00
2023-08-03,200710,ADTechnology,0,"13,427,069",0,"312,179,354,250",0.00
2023-08-03,312610,AFW,0,"20,256,888",0,"79,305,716,520",0.00
2023-08-03,013990,AGABANG&CO,"82,001","32,887,536","244,772,985","98,169,294,960",0.25
2023-08-03,001540,AHN-GOOK PHA,"21,182","13,042,420","172,633,300","106,295,723,000",0.16
2023-08-03,053800,AHNLAB,"210,130","10,013,855","13,322,242,000","634,878,407,000",2.10
2023-08-03,230980,AIIT ONE,0,"83,448,078",0,"90,958,405,020",0.00
2023-08-03,059120,AJINEXTEK,"15,038","9,748,596","131,883,260","85,495,186,920",0.15
2023-08-03,027360,AJU IB INVESTMENT,"768,962","120,822,956","1,726,319,690","271,247,536,220",0.64
2023-08-03,354320,ALMAC,0,"5,966,381",0,"480,890,308,600",0.00
2023-08-03,297570,ALOYS,0,"34,621,218",0,"50,477,735,844",0.00
2023-08-03,172670,ALT,0,"8,489,671",0,"187,621,729,100",0.00
2023-08-03,074430,AMINOLOGICS,"88,423","87,826,844","130,158,656","129,281,114,368",0.10
2023-08-03,125210,AMOGREENTECH,0,"16,496,790",0,"237,058,872,300",0.00
2023-08-03,123860,ANAPASS,"7,013","11,729,919","163,052,250","272,720,616,750",0.06
2023-08-03,310200,ANIPLUS,0,"45,186,656",0,"154,312,430,240",0.00
2023-08-03,121600,ANP,"274,677","11,707,348","41,888,242,500","1,785,370,570,000",2.35
2023-08-03,065660,ANTEROGEN,0,"9,731,373",0,"151,906,732,530",0.00
2023-08-03,265520,AP Systems,0,"15,281,421",0,"297,682,081,080",0.00
2023-08-03,200470,APACT,0,"42,362,093",0,"142,336,632,480",0.00
2023-08-03,054620,APS,"55,901","20,394,221","459,506,220","167,640,496,620",0.27
2023-08-03,211270,APSI,0,"15,082,304",0,"180,233,532,800",0.00
2023-08-03,089970,APTC,"11,489","23,980,595","190,372,730","397,358,459,150",0.05
2023-08-03,058220,ARION,0,"38,974,244",0,"10,717,917,100",0.00
2023-08-03,159010,ASFLOW,0,"13,334,739",0,"182,419,229,520",0.00
2023-08-03,127710,ASIA BUSINESS DAILY,0,"34,904,082",0,"45,305,498,436",0.00
2023-08-03,154030,ASIA SEED,0,"11,120,839",0,"37,477,227,430",0.00
2023-08-03,050860,ASIA TECHNOLOGY,0,"22,500,000",0,"57,937,500,000",0.00
2023-08-03,136410,ASSEMS,0,"11,019,106",0,"88,593,612,240",0.00
2023-08-03,246720,ASTA,0,"12,904,025",0,"112,394,057,750",0.00
2023-08-03,067390,ASTK,0,"42,289,877",0,"69,905,166,681",0.00
2023-08-03,241840,ASTORY,0,"9,539,994",0,"141,096,511,260",0.00
2023-08-03,089530,AT semicon,0,"72,278,403",0,"43,367,041,800",0.00
2023-08-03,045660,ATEC,"21,847","8,260,000","200,336,990","75,744,200,000",0.26
2023-08-03,224110,ATEC MOBILITY,0,"5,340,000",0,"68,191,800,000",0.00
2023-08-03,158430,ATON,0,"4,363,577",0,"83,780,678,400",0.00
2023-08-03,039830,AURORA,0,"10,762,890",0,"75,986,003,400",0.00
2023-08-03,322310,AUROSTECH,0,"9,366,542",0,"219,645,409,900",0.00
2023-08-03,031510,AUSTEM,"99,057","28,000,000","149,179,842","42,168,000,000",0.35
2023-08-03,353590,AUTO&,0,"12,875,570",0,"122,060,403,600",0.00
2023-08-03,083930,AVACO,"40,621","15,412,798","706,805,400","268,182,685,200",0.26
2023-08-03,149950,AVATEC,"7,643","15,607,500","110,059,200","224,748,000,000",0.05
2023-08-03,356680,AXGATE,0,"27,136,485",0,"104,475,467,250",0.00
2023-08-03,032080,AZTECHWB,0,"21,491,029",0,"35,159,323,444",0.00
2023-08-03,174900,AbClon,"27,517","15,352,069","479,070,970","267,279,521,290",0.18
2023-08-03,195990,Abpro Bio,"592,325","277,289,721","239,891,625","112,302,337,005",0.21
2023-08-03,950130,Access Bio,0,"36,315,527",0,"330,834,450,970",0.00
2023-08-03,088800,Ace Technologies,"503,301","44,926,073","1,449,506,880","129,387,090,240",1.12
2023-08-03,003800,AceBed,0,"11,090,000",0,"286,122,000,000",0.00
2023-08-03,290740,ActRo,0,"10,065,011",0,"71,562,228,210",0.00
2023-08-03,205500,Action Square,0,"46,546,058",0,"93,045,569,942",0.00
2023-08-03,067160,AfreecaTV,"126,714","11,494,767","10,593,290,400","960,962,521,200",1.10
2023-08-03,347860,Alchera,0,"21,550,372",0,"298,688,155,920",0.00
2023-08-03,238120,Aligned,0,"7,189,448",0,"60,175,679,760",0.00
2023-08-03,117670,Alpha Holdings,0,"36,488,483",0,"34,481,616,435",0.00
2023-08-03,196170,Alteogen,"1,448,129","51,703,106","66,758,746,900","2,383,513,186,600",2.80
2023-08-03,085810,Alticast,0,"29,685,769",0,"46,695,714,637",0.00
